timestamp,delta_ch0,theta_ch0,alpha_ch0,beta_ch0,gamma_ch0,delta_ch1,theta_ch1,alpha_ch1,beta_ch1,gamma_ch1,delta_ch2,theta_ch2,alpha_ch2,beta_ch2,gamma_ch2,delta_ch3,theta_ch3,alpha_ch3,beta_ch3,gamma_ch3,delta_ch4,theta_ch4,alpha_ch4,beta_ch4,gamma_ch4
1749768375.291125,10.540138560675555,5.95444881882158,1.4220563211553823,2.2792167761411073,0.6708164751258515,255.41824120599458,174.85723509728473,1152.2052063609365,1679.1520840540074,1299.0479322270794,66.89586784053674,39.644451394786145,172.03024206893787,269.2146514248413,209.66154062938853,18.51759125551454,5.555021932000547,5.510696592671715,0.9255940368565054,1.2406828343665728,15.833957573784987,54.95901180458827,148.87914506908774,367.52661769410696,317.9824367971928
1749768375.36675,8.468682027604872,4.321845174720496,1.7595856807406964,2.2183385396673225,0.6969996727285661,237.32485606748222,197.219509461971,1074.9564361793757,1657.1786521507802,1400.2929285075043,77.27733838210602,43.17434399422132,166.8706868678492,257.9933411471047,227.52997105526745,17.120521053006854,5.735490446382137,5.57840237053411,0.7633933858410925,1.1916499782910948,12.558710817942043,71.92481720277439,165.47447711353615,363.236329265279,319.27877269324244
1749768375.427375,6.84418721111017,3.138797172357747,2.226952923064975,2.0921572516133558,0.7655050035562166,250.4501235758637,221.73581714463057,950.3254626375062,1558.889963352054,1466.3030783296188,83.43504220554065,46.75481930299819,153.25489018089075,235.07300230836412,239.8033064460862,14.324223704006956,5.663462721942347,5.33203602881363,0.693684374510136,1.109969638153815,11.317607904876438,92.53184214444201,173.60405780307937,331.2092110122455,316.99623541391213
1749768375.487125,5.647092339637082,2.62475472370991,2.78324336472983,1.9549492026147,0.8701596717458696,286.9725045420556,248.3022568775701,800.7646980701822,1425.992133783438,1473.398459378868,86.32643957607144,49.77775215261896,133.74691693215755,209.6979953327793,240.95232790280278,11.428102713967094,5.33791307432198,4.663090822225799,0.6800176019732481,1.0212472997741497,10.778260332507,107.56016114633596,178.53856130682502,283.2131031227668,308.7596113759944
1749768375.54675,4.848176247463666,2.65833188196903,3.423508225820554,1.8790897414051877,1.0013233948319407,305.2250662580104,284.2504026006919,704.0728219575037,1314.4023970859332,1409.3143673682298,102.71531284187344,53.27999036680791,118.59354159946872,192.92538725957667,228.02166040768108,8.896358472123133,4.840158927830165,3.707185527724108,0.6977756178658949,0.9455902155955835,10.639418903924408,109.20685217000644,194.1057118955622,239.05387577292612,291.67958126039326
1749768375.607375,4.345941845852954,2.8901781755194023,4.155502401717153,1.9043675532197573,1.1260697285339551,281.15181719659324,349.1730736488609,735.1243026993128,1272.1010210285851,1290.2819390700774,133.44044997913346,60.19742695174862,119.43913839075985,193.08688180733378,204.12374578156368,7.305193348364573,4.368537504442317,2.793927204806987,0.7428394699621791,0.8920713851576538,10.110528898655442,98.25789570966636,232.1171630652715,216.30036532552842,265.981810114312
1749768375.681125,4.291210748017727,2.979468272148602,4.986244856337967,2.013884830012058,1.2025277733688795,228.3331073276477,455.13234931036203,925.1940149103984,1309.3269845591626,1168.8353151555175,168.95663140120945,69.95078918270802,139.86188516843407,210.48419127846944,178.89934364665197,6.392321797479718,3.9743886299188445,2.1985508146843693,0.8386354367375559,0.8678600224587834,10.265537859451115,82.89338981679757,294.789360492733,220.83268831782587,239.43585958715164
1749768375.74375,3.500776787319074,2.8090949681995228,5.838105502845192,2.138280888042933,1.2025006182244415,174.83824596332198,592.845083024849,1219.8448658680074,1392.0553377141357,1108.8694593770442,185.29275838827968,82.34001585829755,174.92637688524013,236.58408696851774,163.59630520795588,5.7798976132777105,3.5982265402137834,2.0381134858691885,1.0045463457639334,0.8781063229772249,11.119684080671256,72.46133827735275,366.6562940819725,243.94506308649522,223.66710592316196
1749768375.831375,3.099865133081113,2.48008714610649,6.55351435440146,2.1928490241613585,1.1246232844656203,165.850626172918,731.4354052167164,1507.2831111990579,1465.885560084356,1147.2114545456816,171.26014262323116,92.6391117440557,208.6430152511602,259.18107505591524,164.90994809127915,5.686163038111296,3.231018660145298,2.267359698004976,1.2302354539616163,0.9256674060629718,9.35911248420811,72.40118259922171,422.7335881096924,269.12442569734304,226.2624339839488
1749768375.861125,2.912678129371833,2.155456827402839,6.922450190524235,2.120188059972554,1.0030518343400925,223.4762636238607,823.9820431817719,1673.6838221509715,1487.5833292291352,1270.9312858742128,128.6691847484664,97.3028118942489,227.25414365479088,268.75075238214055,181.9928211211302,6.051581817605479,2.9422436344929803,2.713415989228259,1.4759952467513415,1.0127118234200754,9.252712745200567,82.1940233072103,441.5596607355745,282.9499326866697,245.95497618651027
1749768375.93875,2.5964263599517654,1.9354147666803798,6.808665846739205,1.9236555426706676,0.8915241059811168,199.52902296229243,829.1509740822017,1662.906729819925,1451.0410483695857,1413.228525662136,102.87514866871162,93.46135215827414,223.71119045300333,263.00280603091835,204.43742717123095,6.43862919847363,2.900748375095539,3.1278194552559375,1.6949800199608795,1.1071689280475039,10.275908624569258,94.92997628245398,417.3895085798548,283.2480609095745,271.39275372854706
1749768375.984375,2.0053573104025078,1.8539556330435025,6.1753693080330425,1.6605656189826967,0.8243499468397316,217.41403866738443,727.3771413529892,1497.4384758720541,1384.9380210711622,1494.6395137612521,78.04679907434011,81.63967149368975,203.25739369789736,246.92027126953514,218.16494534458064,6.3487866920182014,3.23377754811007,3.2884411677124796,1.8487289015427002,1.1648373489581794,12.477749228583093,101.52964807542281,360.20191476352915,278.3213429170389,287.4372749745069
1749768376.040125,1.4150944112610606,1.8722764124478573,5.182532276351104,1.403890422843908,0.810018023933491,223.49572681664128,549.5153261294766,1270.3410703636714,1335.304036732139,1467.6385523235188,64.39977844745857,65.1780863431731,178.29022896107796,229.44064406708466,214.5955943350922,6.748486531091942,4.056526200417781,3.1212878234353694,1.9257340605824709,1.1593190336256132,17.18685654070235,96.61990239325551,289.4830912269158,281.45001137964925,284.6687768229207
1749768376.10275,1.0957767234211577,1.909527061212696,4.112533514484628,1.2003082574113306,0.8378141449070845,214.60545263116518,365.1532991502258,1080.3336276940602,1331.974343457785,1340.9251726022176,60.56798695561107,51.76163950028025,161.82517189194655,217.6274257700752,195.09598149668358,6.816568292496088,5.352878478674784,2.726475400265568,1.9177140789757956,1.1041649383983354,23.240093332267243,82.16442647895197,225.93527952581803,300.7454651020739,265.2610602872562
1749768376.178375,1.1067341556057362,1.9107026973734125,3.220031465692415,1.0615458375797187,0.8760044093429269,217.01111432599896,240.38688444092767,983.7908899115267,1381.1009870610212,1168.7096679582146,50.91281485865426,47.31876341751074,159.21314685790367,214.51251685563128,169.28337742413012,6.616092414115756,6.923876870137525,2.318115888839509,1.8345330730822789,1.0265702455870365,27.976973878198237,63.36430309141419,183.06292101584967,335.72831852161323,240.46297915682766
1749768376.236125,1.4435866005026314,1.919836421146902,2.6039448891917156,0.9814027110412613,0.8952458311393569,203.99804383581468,202.75427652946755,974.3505267490411,1466.230746606135,1021.6356183589751,48.16597464171422,54.407375095856516,168.91524945232146,218.86330448013234,150.20739877327003,5.724193274811224,8.460555879567615,2.0860023998519024,1.70143210784303,0.9473917151780613,30.526407294395803,46.11190670717109,162.55815911777958,376.37120929337397,222.87987181382888
1749768376.29775,1.8646988785116485,1.9831623858148766,2.293459481482682,0.9748294047594982,0.8861409082596137,192.5784058576294,236.23452621270593,1006.7683383618083,1549.5757702997582,942.8879445388045,50.808952468660934,69.49855488851047,184.62616044545706,226.09537837801818,146.4555640646011,4.712183771487249,9.72425086513889,2.1311729331864395,1.5524515613622727,0.8888290899980291,29.282631495613323,34.560656435455265,154.83900850866664,406.4667846091169,218.67279208821387
1749768376.356375,2.735255070922552,2.149549707079003,2.286475498362781,1.0768830649212564,0.8572527906984886,162.53317974088077,294.29500154371647,1052.151058300912,1591.045540109307,934.3929917707413,66.91610640701809,84.59026266674837,202.5440442118783,231.9175131717751,158.2539337045904,3.3233529555784793,10.615903085484627,2.498553927041151,1.4342709162197116,0.8813207997097012,26.935805287054965,28.103595031063076,150.56134331272543,412.34951764520696,226.00244578389567
1749768376.431125,4.174117200446225,2.4408499797020675,2.441047919372793,1.3179825452357774,0.8298866289632243,133.5209808754425,337.65165796905274,1131.149704912247,1577.6650448337653,964.7346396697963,76.22615539178483,92.20774316511378,224.14977997576707,235.17502080254556,178.05595030703702,2.253770053348594,11.061303253122428,3.1650849616528083,1.381279026088082,0.9514400937020632,19.79178451963047,24.53511660212617,148.9552385173497,391.42026909682687,237.06423081290922
1749768376.47775,6.317936626203674,2.823690544094929,2.5521984876201387,1.682289323072096,0.8197131335218774,100.40308169130401,350.9004116819783,1277.5276948882743,1525.9686887830744,995.3168224282117,94.41182523884297,89.42718642317202,251.35826501431234,237.19737530103822,196.0175393864719,2.428709793558159,11.02176864133516,4.00737653226318,1.391587316096362,1.0975104631675994,14.478840130531193,21.981022720375183,157.40683176726787,353.16497647407436,243.77471279540728
1749768376.543375,8.361364299153633,3.167479402589179,2.4747332963650264,2.1171644901190034,0.8279133300072439,68.69370443918497,350.1041289484012,1491.9644501557727,1461.2509324798712,997.1902523164177,92.31009819165887,80.55147585501084,282.0877292707526,238.7263504686647,204.515352056163,4.127166407012471,10.55263615895356,4.819314991009987,1.4393595256749185,1.2946973033373634,10.927976704755256,19.946705901789915,181.896087194125,311.14993277641776,241.29047650559636
1749768376.627125,9.983874759364298,3.7142870771054923,2.390221204890344,2.554544628191933,0.8376770913809797,52.58145101568943,369.0667935812545,1718.4809404196567,1405.0902327484716,976.777369819365,80.78725073852182,73.27799348832885,307.4280724902352,239.96686392804767,202.69255295021424,7.959847321311979,9.977093239396154,5.485600018563588,1.5004585978277931,1.4965589572337854,9.153178878849864,19.711888772375328,221.1281727699706,275.93229676125486,233.27462853915137
1749768376.67175,14.38587822175495,5.584799881907011,2.672291929621955,2.9246415349128663,0.8220010127982518,74.37275747980233,443.5839084018612,1860.366390682447,1369.0592792061245,955.722354884766,73.04889021879104,77.22096449604894,314.94300451624713,241.5607630628246,193.99949796988318,14.894067828182214,10.083479694470794,6.0424455360915506,1.5513164679592353,1.6436843041371771,10.999945791197241,24.130634779038488,265.30118058499477,252.2408246601433,227.02619549115738
1749768376.732375,23.53099507584322,9.682035917174357,3.5497772391791385,3.175044903718811,0.765727529282048,190.03738356756213,587.544098868912,1838.803631386218,1354.9237522829203,951.1939993538681,85.82517661144283,96.34123432798731,295.5744596239675,245.38034367999103,183.66367796906664,24.316356136455255,11.723820564498842,6.593671832443735,1.5710787922968674,1.6927177341854762,15.057126749495588,34.475391874972345,301.12365632254483,240.15802344018442,227.64051577356955
1749768376.791125,44.420577450599254,15.574353496649533,4.83249166515062,3.2816504626628693,0.6772801306670042,364.46006534967535,751.9531456559237,1645.371540262287,1360.7272471967278,967.7819952772498,106.39850115214628,125.0902247228103,253.33569164383636,253.53250286171274,175.74942789975418,44.35126947190259,14.866948762689153,7.152573021707698,1.5386983271820924,1.6303106758950148,21.078890667727695,50.30950074191614,321.4127764258441,238.13909866944826,235.25077215852082
1749768376.88575,73.54209260025985,21.813305155919416,6.394674955733835,3.3032471105997887,0.59267765812375,741.6062434909118,870.349431207959,1376.1777162713718,1382.7266103384425,990.9921232266765,147.99472838300557,150.6118305763843,207.74752298792873,266.47721555155647,170.76298899205418,72.60856475347018,18.96015798907071,7.872455461772215,1.4679596522695206,1.5008713696591864,28.116884567293454,71.05031487813612,328.5769660828254,243.507908955655,245.26909306581805
1749768376.927375,107.08018085300534,27.518817455882118,7.932138356847081,3.3150703736569587,0.5552733617945674,974.4685661030728,882.491358460901,1168.4244124798552,1407.826679540806,1002.0826966111474,159.53915843693636,160.12560568510486,184.76468806928767,280.6490755513591,167.01602265726166,102.08555730929267,24.671262104619302,8.984065186063734,1.4034241754420982,1.4012401251591824,35.56380584223744,94.0925082754868,329.4660554175696,251.26590213336553,251.03116769818112
1749768376.986125,141.1687384787129,32.65989799200501,9.129000638566351,3.377534611808454,0.5848439126118108,1226.6130648164524,772.7214638038744,1138.8427932824256,1413.4992459385912,989.5782573579247,157.55333995711206,146.12868537042388,200.8278043181929,289.0853213700168,162.5440268913648,143.19623335903734,33.09314906510745,10.647492220670028,1.389268788113163,1.3865048060243774,43.395994638749436,115.11828357939669,328.43789542444836,254.6603724893481,248.28606079146755
1749768377.04675,173.1005062359788,37.71852559999626,9.778183136036006,3.501535279336402,0.6656365711259141,1375.7533496308943,572.5328926019753,1304.0061703283106,1380.4257250436463,958.5604725710668,154.99362703369985,114.1022269686101,254.12608553315948,285.96348076650384,156.76082531198534,183.72725176277652,44.61410526927594,12.877007859377239,1.4585184598427912,1.4398556058798413,41.384284122115474,128.83281967674498,324.25528170839345,248.20567503407025,240.5803128725692
1749768377.123375,196.17372904016284,42.81430589599465,9.816154923311434,3.622961595579413,0.7540528817119116,1277.008628034226,356.42369284035397,1586.9004268980864,1300.3000157629278,927.7796500455379,128.05922306015907,75.37744757973408,325.04006174710617,269.44285910806803,150.42818061542087,218.18685715354468,58.08137928155994,15.356079347736687,1.6139814430491797,1.5300200959207388,39.07805446521666,132.8510525866357,309.42799936407334,229.63355114044435,238.68584838976966
1749768377.165125,203.15022669025467,47.22309062791104,9.353308807729345,3.6365379519226892,0.8041836975020489,1063.0487234737336,190.12738461104965,1842.7013499282336,1188.4372264117585,929.602362331339,98.42639155215576,42.668813822627996,386.24075129596184,243.72583901737843,146.7757349812277,238.09670294235633,70.43300189624647,17.464159578977377,1.8417874384558082,1.6016700210424326,30.28545669272472,127.22206574255036,277.0011897776077,202.45873645587085,254.31215195940263
1749768377.22875,191.21627686211798,49.48608052006442,8.749768692591207,3.4702145954802135,0.7952568527240765,667.9409431867034,98.95736019912873,1963.9297363244332,1076.4787117184537,977.9676182020706,66.5293925498826,21.430882049396427,419.1260087886055,217.69753075684113,147.86601913690959,237.4279293782298,77.75343077872563,18.492519406293987,2.111666234954583,1.5861141478289595,21.984473911725985,114.44752476697613,229.35806278849242,174.8174157969737,289.7066777922837
1749768377.302375,162.367046805983,47.96331851591473,8.364236670270941,3.127132476816661,0.7375570630074366,445.1697661920016,74.71581859917508,1940.594011263948,997.8495839114058,1068.3668131243126,47.9279083126359,12.125063264558046,422.31905851361796,199.90531494024123,154.33840720024244,210.66667990045744,76.97097929273588,17.95491901593928,2.3806515917314615,1.4855878656853767,12.110749727207383,96.13000278033003,177.54170467667296,155.90736468427139,337.6034890776443
1749768377.361125,122.57327500504203,42.16621764346729,8.378314937958454,2.65912770716199,0.6612793175987033,256.6246971321241,96.64454712132472,1853.155762313568,974.9009641150674,1184.831888320002,34.906246147046815,11.13201942187826,408.672990129783,194.5612518702713,165.60482172065704,169.27297282844933,67.81551096564908,15.913635290347344,2.599767594076153,1.3502248283691383,7.827884345615928,73.95031495913477,138.96881536340294,152.58430802497293,384.39433758665996
1749768377.42175,81.02666421681928,33.306944273663426,8.700013217892662,2.1526884348369055,0.6062128159854747,181.01478607549237,142.40604338587258,1792.517628140459,1005.9718482208896,1305.1243949633008,29.380884542613984,14.847283127876583,392.91412524395236,199.998933768022,180.07906419302248,117.77247039400982,52.800659351509935,12.917464195466573,2.7086800712108414,1.235705727319114,5.7595942676521386,52.50173826026678,130.57584550763468,165.01564878937614,415.77596781028626
1749768377.481375,44.98491829722292,23.688114606341646,9.274053570396191,1.712463113832978,0.5961228123733402,109.20058917235164,201.01239129278338,1807.0582216843122,1072.5530649431437,1402.127014492009,39.88142158403629,23.299477701232853,383.2859746663384,210.8437777954134,194.0229397379148,69.2218558824176,35.9145680064553,9.935717562640658,2.6752509576873993,1.1713718195693448,8.744585604879303,37.80904838658136,159.73365075840871,187.58820893494254,422.19634457432784
1749768377.571125,23.651151827054917,15.817239849704412,9.558451158530666,1.4216787074778439,0.6318242937351737,165.74975101925725,272.06005653489643,1880.8089149320972,1158.8113990567795,1451.8727222146658,46.02147399840503,38.393863792292976,378.81565733568294,222.8356826188965,202.56954026738498,37.022706015212535,22.068741113952694,7.61332107593379,2.5332947942842843,1.1592253507910335,11.877719205691935,34.16324328665469,215.88476104531918,214.63126464524214,403.4687372142464
1749768377.61675,9.945136348632909,11.397380599171044,9.484396903967248,1.3098412372938875,0.687337619822948,215.3505983042314,351.7506488552055,1938.7100402942954,1257.401473907072,1433.7855948354706,64.62160230858564,60.28008637314724,369.68941232373993,234.7975088466759,200.7907851837304,17.178163253185026,14.89568261166654,6.457281936268752,2.316260477125715,1.1614682743682685,24.20290922828072,42.27364786209828,274.28091804059676,243.43894873673185,367.20431066317707
1749768377.677375,3.8728200254478535,9.958784786957272,9.02666633563356,1.3626393264754137,0.7336846676577806,505.826716406207,432.2201617105353,1894.5777915567967,1359.7768122475409,1339.258433898506,64.22399773645478,87.0445907640429,347.3494716110263,245.4557345203934,187.04973747937638,8.60470186031442,14.225610421847003,6.292526289316016,2.086308480133035,1.128860100871091,32.00561435801151,58.78930675560237,309.9796259142651,273.3235593752065,324.6118025565727
1749768377.736125,1.2941555935250333,9.9351947504836,8.206984575647072,1.540498909559828,0.7601861681215936,980.0807198403537,503.32922027708844,1728.3743801195844,1444.681471393288,1176.4731542256093,78.03869972185517,113.05063264894002,311.9700960083393,251.4264642333927,163.6230406771867,6.152702616951133,17.40555639203722,6.504266417104302,1.8865673803058856,1.0467393171413537,38.395569777093044,75.75491152585434,308.1463789311819,301.58376796403957,284.4843541002921
1749768377.82675,2.799435024205839,9.980261815107594,7.3843204927319634,1.7826657120920675,0.780285242840315,1386.9495363541184,538.56231731769,1478.7500344150246,1488.0239012401396,973.2819665175339,85.00904987822024,131.70731353071898,270.6503052028182,250.11275798367274,136.34527076986626,9.209458836922883,21.396106646607162,6.715542122699851,1.7199206024619373,0.9266098953261901,40.078746100997975,84.91378818885194,271.35190373239726,323.57244034227966,250.92892882743314
1749768377.857375,5.244838712640236,9.436766535379993,6.744281707716017,2.036269775688975,0.8220904296995666,1940.6482893572584,517.4555815759826,1247.1561299865857,1478.7141632820271,771.6793782146656,104.93238151360526,137.3238619783536,235.1821106650554,242.3217324174572,112.38737056133141,13.632405888067993,24.035009915871637,6.688530469436093,1.5673733378866905,0.7865411482673784,37.626707078399065,82.80688219980848,218.07804153209796,336.0258869282081,224.710188213224
1749768377.916125,6.935496638505484,8.420556814215697,6.391196127989515,2.2354831219486813,0.9066640037136792,2303.2858403297782,436.1840920725816,1119.3155386554645,1424.9964913114957,615.8725090663519,117.21834797058625,128.99820122372643,216.054447899552,232.70714935372695,97.58212077903013,16.670011053884373,24.109620275920708,6.457983176148375,1.3915588238855774,0.6535553052942168,34.92793128162417,71.88793628085695,173.69814292644793,338.3798516525732,206.404200491498
1749768377.97775,8.12550465580228,7.148162098952644,6.294020769772991,2.3370239006034583,1.030713387442124,2426.6762369522103,332.2007555429374,1122.23302800358,1353.9567318385043,533.9605237529728,117.02516557035358,111.65293938228271,215.0673370298433,228.31901046102163,93.92203939381059,18.509391141510463,21.461911349058436,6.335188201231014,1.204422816374329,0.5525991985523615,27.122506682551194,57.62894193298312,156.17710323523772,332.86668524519996,197.67320451942135
1749768378.067375,8.253766077830473,5.8444659085673125,6.2728504860074406,2.3247195269190515,1.1572453981427686,2187.981926854183,237.71863665237342,1195.389193068112,1299.854170888255,520.4761919323092,127.31606304832815,92.75930105653342,223.9209545011418,234.31247954234277,98.13126967133229,17.546907598552117,16.784947281449117,6.4450241432971325,1.0501328052964798,0.4999621424018302,21.88075623889344,44.62452652196505,165.89349696464348,322.8802198088243,197.24941054415248
1749768378.111125,7.699317004974446,4.718505390560991,6.1041050750076,2.2252079785802494,1.2343200526235854,1600.601901651595,174.12227665957505,1243.3791373314518,1284.5275539386696,544.1641301051454,119.74083461933884,76.40231085047682,228.6442745329685,250.60052770948082,104.0142768472698,14.404960076849857,11.413572715021028,6.698178234937193,0.9784570373926595,0.49887698546787584,16.41785836485161,35.894079843779224,186.25660899620306,309.60566504417983,199.251153888082
1749768378.17375,5.874794393815224,3.8896355937277116,5.567599190573245,2.0919494138330994,1.2186835817079569,1159.9922349367052,137.44126761404308,1200.179371740429,1305.0232297628338,565.0730319567634,102.0439311369743,61.80157003911764,219.73379586770935,271.80740556888753,106.15048022344817,10.569739248556015,6.771669516704651,6.823754502748221,1.0105515765336561,0.5421487595021439,12.288185050954162,31.222656202421984,196.07501790759915,292.1294595263284,196.94029556073463
1749768378.231375,4.614100524079248,3.386649271480794,4.577752264317262,2.009051245328402,1.1076811856599649,635.5497751404831,121.11689599634624,1109.6505429543436,1339.6626913081338,565.5136104022325,81.60382407604187,47.404671716139404,204.44335057692396,290.4185694131036,104.7797073335006,8.145652014702623,3.830156635524663,6.576582770916803,1.1098939814168987,0.6197514152172452,9.035338997000785,29.45138822942132,185.59607658417957,270.32628263662826,188.9219874036433
1749768378.291125,3.867686831247233,3.1901360739898075,3.26790932911125,2.0536068985469282,0.942250743755764,296.0486570110914,117.32351481102361,1086.4502351156527,1365.6091580666998,552.9140046578789,63.22479405229386,36.80518713681046,202.14893486996675,300.93459995183196,104.4576817578587,7.702246321384442,2.7814458846425465,6.026365808858638,1.223531139075056,0.7109765020780623,9.168422217028429,29.04548668232288,161.08017303231787,247.296299063393,178.71237308438424
1749768378.36775,2.7414476649993613,3.2503257355024884,1.9924945591786725,2.2334937034261584,0.7762083063446623,132.25903893653935,120.56635385499685,1212.4327633734479,1368.8413336727476,548.7115899413509,60.86423932778673,34.369374983506425,225.96906083815287,301.4959549893688,110.04369158189456,8.47729456195101,3.1524833786029043,5.681906115194387,1.328659279698843,0.7875616789470314,11.991591267111076,28.852168299236258,135.79940989736582,228.422585764023,173.34167774220649
1749768378.426375,2.643428541930823,3.5037928311600313,1.1899382631952904,2.5036766949412868,0.6550698545586565,61.47842485627639,137.25925126168153,1480.7601520091948,1344.8992370112337,567.5795796188318,70.68659102736139,41.96604808560369,273.2114491284036,292.6852304938012,122.64775559127966,8.81840910111836,4.227936914001988,6.071849513756878,1.4432412549227953,0.822638938171218,17.173347412551394,28.59861162070472,119.1827805653847,220.91009789536258,178.18122867202925
1749768378.501125,3.5845744823149004,3.940673775498195,1.0855821111413213,2.7867265817949196,0.5968094754963957,62.39937573823805,168.0523573008283,1792.8429968433677,1301.9302007171761,613.8907738842718,83.15331809320357,56.00329331725711,325.4576045294972,276.7550715488301,139.58466613974272,9.03641691438114,5.540112920927144,7.363805295673719,1.6012562067380043,0.8011338450200092,23.661305001446845,27.837764570907616,113.7133995584566,232.74777139094806,195.17655117131568
1749768378.54575,5.554647920069083,4.509051115792698,1.712613928434881,3.00812147223213,0.591176672711138,60.47659190545393,205.61914670636716,2015.2841812167794,1255.650868771452,678.2033417914803,108.38887743670176,70.2031773240403,361.28905103033424,257.549050470621,155.4006194176419,10.658130738073366,6.661422977836426,9.307787436519273,1.8478950232882652,0.729149910624511,26.317123136982566,25.743930579584617,114.55660400330058,265.6789395007442,220.39252661697017
1749768378.609375,7.366006343547852,5.099176795838139,2.797715658777215,3.1094400160758853,0.610028824216666,95.0565183045527,234.16456819851336,2069.17317479069,1223.467933047129,744.7267930202307,116.59521477919968,76.87433503909025,371.07873615375837,240.35856388960852,165.54432708772887,11.753624169174524,7.220331710405449,11.19128020245876,2.1649969183302233,0.626994119203687,26.66138235527468,22.22745035615077,115.57816895844364,312.346794286345,244.2590792290724
1749768378.666125,9.454906467792298,5.522098309965988,3.913224683594963,3.0650812436955572,0.619723290473501,155.0553759219676,241.4795458644137,1970.5341919043753,1226.2489061686163,795.017726608663,110.77754759603694,73.15310140389354,362.2662857982543,231.41157221666177,167.79939087612138,13.20515163868663,7.036440604413445,12.22768193412844,2.491276894604014,0.5220188598941832,23.192603130483135,17.4777446062955,112.52334398373075,360.84846504545504,255.86045766967135
1749768378.73075,10.785431281463296,5.594213874431389,4.657545883700021,2.8866631770081774,0.6033485887165866,231.50178110400716,220.48163537365363,1799.0130780707354,1279.1462581049848,815.8129333805448,95.29984026621679,59.73595619164189,350.672716729375,235.4185553489648,163.26121481405687,12.824413968603352,6.190968862496137,11.976317329016663,2.7309010932551927,0.4424632063910334,19.990400264238158,12.582658669961353,105.83672877281012,401.3695689473838,249.43090679736986
1749768378.801375,11.859786445503374,5.226174521698795,4.7670744072368,2.6069540469907335,0.5690200508265002,287.2561179830606,176.9480306902653,1634.3388965626066,1373.8827535870284,803.6106673909936,84.82904538782641,41.72110739213056,347.34670554086625,250.836627162663,154.86468709752734,12.774028315682072,4.96208142766389,10.456517202485651,2.780457132525191,0.40799961081600344,13.118367942547506,9.24409815568632,98.43553098624626,428.31063544876395,227.90435983476607
1749768378.861125,11.453449194379235,4.489471619231175,4.204178256239331,2.2687432485446553,0.5355698015317166,342.0773992442138,126.81369070081708,1515.9405997707581,1473.615589384413,758.612902836597,81.99390004190869,25.169301067929783,351.9394134898795,269.4072945302951,144.34341259601328,10.645000851854984,3.6989539107155984,8.088769381796858,2.5947849460922945,0.42003231415281905,11.364214565205252,8.568472549117454,92.4462542523311,439.35705196656426,198.46249819111858
1749768378.92175,9.851105033806832,3.6423439896179497,3.1838585127358905,1.9225745188258963,0.5201714289907556,388.06690736294826,88.03099966478126,1433.3734303174003,1536.4261855689913,687.2186588123736,84.60238166067045,15.164692795225132,354.09008233796783,281.6182584092369,132.44768911691096,8.588227536267219,2.709104517123022,5.582942758573671,2.2368024711440793,0.46169523185306005,12.255566306576917,12.256257947549226,88.0548007864574,436.16469274393563,168.84131715431704
1749768378.983375,8.62399128273816,2.967213648653136,2.0528240556435517,1.6205129443319806,0.5326421690072558,409.47726704620004,69.48225908206982,1349.1871605863087,1535.7985750882501,597.5679095446243,94.94245413218106,13.226395846864207,342.5773414832781,281.2465311027646,119.05698447662428,7.007840740263724,2.252690803745807,3.5968435165553103,1.8084129398697713,0.5125331678414228,20.148083126202824,23.304063684255404,83.0866451231254,423.720805287387,143.62310874535746
1749768379.041125,7.044971796368839,2.637176656981551,1.125883814955417,1.4086763697859073,0.5677065699859334,448.8691207070716,72.15226794252803,1248.1427276721365,1478.3757882267894,504.18531259949816,107.1636630336935,17.48730984347524,315.39074493287114,269.9924868156259,104.99410604209308,5.2369002183222895,2.4980177710513756,2.531858373876036,1.4095421530856211,0.5606281807343415,35.27545735048486,44.28591860816142,76.23252536220977,408.64475015451103,125.90074241736313
1749768379.11775,6.523043443460112,2.695214965433958,0.5581784583606816,1.2976160250441413,0.6086085611114433,343.9183894230718,89.5300660774627,1164.6272389150677,1396.0341024727813,430.86766086896534,103.72595098253007,23.973363029972543,284.395678197572,255.54787855650653,93.39053885674304,3.409296184476046,3.379128624474217,2.4437798940962847,1.1085353767063233,0.6005311394932227,45.263888431658614,75.48767430489185,71.39069091899475,395.2422990468299,119.10433110476377
1749768379.177375,6.650751214690882,3.040883729534334,0.3046611058277762,1.2744767681202376,0.6385744068482893,303.37950639966493,117.89421856841395,1166.4224633578121,1326.341632122073,403.9291653666486,98.88038735548656,31.196896110835535,268.83020183434894,245.85222493083864,89.19371413010148,2.7739009095967986,4.544931887212089,2.9838732673077972,0.9220761609686567,0.6406617170190708,57.979416855680924,111.7821932076525,75.8340577596302,385.3298279220364,126.75231588538907
1749768379.235125,6.739294796622547,3.428056672863947,0.22639762004220923,1.3080870293475289,0.6484493921397352,262.679074824546,156.66276894059973,1293.926066744461,1300.2229839362026,430.648317275748,88.12673794973173,38.39773917724077,281.1976234611497,245.28810020283134,94.99420111530125,2.02337902542592,5.5479522289943874,3.6548211037820373,0.82951326153412,0.688037381226748,64.08399411953835,143.149697264135,94.48705288893414,381.06177606140074,147.85767180216789
