trial,timestamp,word,color,response,correct,response_time
0,1749768317.7022572,BLUE,yellow,yellow,True,3.8112964630126953
1,1749768321.5185277,RED,blue,blue,True,1.4633924961090088
2,1749768322.9829218,RED,blue,blue,True,1.1401140689849854
3,1749768324.1291208,GREEN,blue,blue,True,0.5303072929382324
4,1749768324.6623106,RED,yellow,yellow,True,0.8446836471557617
5,1749768325.5104415,GREEN,yellow,yellow,True,0.6062450408935547
6,1749768326.1204412,RED,green,green,True,0.8621416091918945
7,1749768326.9835691,RED,blue,blue,True,0.7344505786895752
8,1749768327.7180197,RED,blue,blue,True,0.5271809101104736
9,1749768328.2482421,BLUE,yellow,yellow,True,0.7351062297821045
10,1749768328.9868305,YELLOW,yellow,yellow,True,0.5086884498596191
11,1749768329.495519,YELLOW,yellow,yellow,True,0.6581940650939941
12,1749768330.1573803,RED,green,green,True,0.8055906295776367
13,1749768330.9666564,YELLOW,green,green,True,0.5065805912017822
14,1749768331.4753647,RED,green,green,True,0.5750222206115723
15,1749768332.054058,BLUE,blue,blue,True,0.6414597034454346
16,1749768332.699012,RED,blue,blue,True,0.4850163459777832
17,1749768333.1865315,YELLOW,blue,blue,True,0.5543360710144043
18,1749768333.7453957,RED,yellow,yellow,True,0.8851611614227295
19,1749768334.6415875,YELLOW,green,green,True,1.0723328590393066
20,1749768335.7160914,RED,blue,blue,True,0.8279075622558594
21,1749768336.5463855,GREEN,red,red,True,1.146984338760376
22,1749768337.694383,GREEN,red,red,True,0.4230010509490967
23,1749768338.1223004,YELLOW,red,red,True,0.5902063846588135
24,1749768338.7176983,RED,green,green,True,0.9016029834747314
25,1749768339.623233,GREEN,blue,blue,True,1.5479919910430908
26,1749768341.1722255,GREEN,blue,blue,True,0.5770769119262695
27,1749768341.7532985,YELLOW,green,green,True,1.0795140266418457
28,1749768342.8373375,RED,blue,blue,True,0.6675763130187988
29,1749768343.508915,GREEN,yellow,yellow,True,1.0152771472930908
30,1749768344.5283327,RED,green,green,True,0.8362922668457031
31,1749768345.3681052,BLUE,green,green,True,0.6344013214111328
