trial,timestamp,word,color,response,correct,response_time
250,1749753508.7122035,RED,yellow,yellow,True,0.5738048553466797
251,1749753509.2940066,BLUE,blue,blue,True,0.6298513412475586
252,1749753509.9248521,BLUE,red,red,True,1.1873199939727783
253,1749753511.1161716,YELLOW,yellow,yellow,True,0.6322214603424072
254,1749753511.75336,RED,blue,blue,True,0.897327184677124
255,1749753512.6546917,BLUE,blue,blue,True,0.41677093505859375
256,1749753513.0754888,RED,red,red,True,1.2137832641601562
257,1749753514.2962773,BLUE,yellow,yellow,True,1.3677000999450684
258,1749753515.6649675,BLUE,blue,blue,True,0.8705763816833496
259,1749753516.5412498,RED,red,red,True,0.56406569480896
260,1749753517.106275,RED,green,green,True,1.0524380207061768
261,1749753518.1651726,BLUE,red,red,True,0.9660043716430664
262,1749753519.1351783,RED,blue,blue,True,1.9389824867248535
263,1749753521.0781596,GREEN,green,green,True,1.273163080215454
264,1749753522.3518307,GREEN,blue,blue,True,0.6687221527099609
265,1749753523.0299053,RED,red,red,True,1.2301828861236572
266,1749753524.2640872,YELLOW,blue,blue,True,0.8407342433929443
267,1749753525.1088123,BLUE,green,green,True,1.1331496238708496
268,1749753526.2470732,YELLOW,yellow,yellow,True,0.7360572814941406
269,1749753526.9841425,YELLOW,red,red,True,1.378683090209961
270,1749753528.363935,YELLOW,yellow,yellow,True,0.5478537082672119
271,1749753528.9157891,BLUE,red,red,True,0.489915132522583
272,1749753529.4067116,BLUE,yellow,yellow,True,0.6484017372131348
273,1749753530.0611176,GREEN,green,green,True,0.8882834911346436
274,1749753530.955418,BLUE,red,red,True,1.4928808212280273
275,1749753532.453299,YELLOW,green,green,True,1.5499958992004395
276,1749753534.0109549,RED,red,red,True,0.6608798503875732
277,1749753534.6758149,YELLOW,blue,blue,True,1.182826280593872
278,1749753535.864637,GREEN,yellow,yellow,True,0.9330086708068848
279,1749753536.8036506,BLUE,green,green,True,1.4620792865753174
280,1749753538.2667418,BLUE,red,red,True,0.7787330150604248
281,1749753539.0514774,YELLOW,blue,blue,True,0.930830717086792
282,1749753539.9863057,RED,blue,blue,True,0.47614359855651855
283,1749753540.470451,YELLOW,yellow,yellow,True,0.8176941871643066
284,1749753541.2931702,BLUE,green,green,True,1.3915338516235352
285,1749753542.6888335,YELLOW,red,red,True,1.3874764442443848
286,1749753544.0813134,BLUE,red,red,True,0.8787181377410889
287,1749753544.9610271,BLUE,yellow,yellow,True,0.9859669208526611
288,1749753545.951984,YELLOW,blue,blue,True,1.2469966411590576
289,1749753547.2030873,RED,yellow,yellow,True,1.0837035179138184
290,1749753548.290801,GREEN,green,green,True,0.8487386703491211
291,1749753549.1435344,YELLOW,yellow,yellow,True,0.521125316619873
292,1749753549.6676586,BLUE,blue,blue,True,0.7012557983398438
293,1749753550.3729186,YELLOW,red,red,True,1.6018471717834473
294,1749753551.9787672,BLUE,yellow,yellow,True,0.9861865043640137
295,1749753552.9699283,GREEN,green,green,True,1.3978054523468018
296,1749753554.3727403,RED,green,green,True,0.4804086685180664
297,1749753554.8601413,YELLOW,yellow,yellow,True,0.7308828830718994
298,1749753555.5960119,BLUE,green,green,True,0.7317845821380615
299,1749753556.3308942,YELLOW,red,red,True,1.5274195671081543
300,1749753557.8622859,RED,green,green,True,0.7897205352783203
301,1749753558.6529677,RED,green,green,True,1.409379482269287
302,1749753560.067335,GREEN,yellow,yellow,True,0.885728120803833
303,1749753560.9577885,YELLOW,yellow,yellow,True,0.511690616607666
304,1749753561.4704614,YELLOW,red,red,True,0.6604931354522705
305,1749753562.1309545,YELLOW,blue,blue,True,0.8156073093414307
306,1749753562.9526756,BLUE,green,green,True,0.7631487846374512
307,1749753563.7158244,BLUE,red,red,True,0.7841918468475342
308,1749753564.5070243,YELLOW,red,red,True,0.4529917240142822
309,1749753564.96403,RED,yellow,yellow,True,0.8392698764801025
310,1749753565.8073008,GREEN,yellow,yellow,True,0.5273878574371338
311,1749753566.3386803,BLUE,red,red,True,0.47368407249450684
312,1749753566.8173707,GREEN,red,red,True,0.49518275260925293
313,1749753567.316551,YELLOW,blue,blue,True,0.8421542644500732
314,1749753568.159697,YELLOW,green,green,True,0.9810974597930908
315,1749753569.1457934,GREEN,yellow,yellow,True,0.8747057914733887
316,1749753570.0255103,BLUE,yellow,yellow,True,0.34445643424987793
317,1749753570.3729742,GREEN,red,red,True,0.8462345600128174
318,1749753571.2242153,YELLOW,green,green,True,1.0422899723052979
319,1749753572.2674963,YELLOW,yellow,yellow,True,0.725649356842041
320,1749753572.9991364,GREEN,yellow,yellow,True,0.44629359245300293
321,1749753573.448433,YELLOW,yellow,yellow,True,0.4618401527404785
322,1749753573.913281,GREEN,green,red,False,0.8029732704162598
323,1749753574.721257,RED,yellow,yellow,True,2.479485511779785
324,1749753577.2054472,YELLOW,red,red,True,1.1294355392456055
325,1749753578.3398716,RED,yellow,yellow,True,0.6831629276275635
326,1749753579.0270302,GREEN,yellow,yellow,True,0.8230822086334229
327,1749753579.8551118,RED,red,red,True,0.4373636245727539
328,1749753580.2974908,BLUE,yellow,yellow,True,0.44898223876953125
329,1749753580.7524552,GREEN,blue,blue,True,0.7197802066802979
330,1749753581.4782445,YELLOW,green,green,True,0.828416109085083
331,1749753582.311641,RED,red,red,True,0.6394493579864502
332,1749753582.9520884,RED,blue,blue,True,2.2757930755615234
333,1749753585.2339957,BLUE,green,green,True,1.7244434356689453
334,1749753586.9624293,GREEN,yellow,yellow,True,0.8223404884338379
335,1749753587.7857687,GREEN,red,red,True,1.0684394836425781
336,1749753588.8542082,GREEN,green,green,True,1.0096399784088135
337,1749753589.868841,BLUE,red,red,True,1.188481330871582
338,1749753591.0583274,BLUE,blue,blue,True,0.9447803497314453
339,1749753592.0091085,GREEN,blue,blue,True,0.6016616821289062
340,1749753592.614776,RED,yellow,yellow,True,1.0981836318969727
341,1749753593.7189658,GREEN,red,red,True,1.907304286956787
342,1749753595.6312704,RED,green,green,True,1.1582973003387451
343,1749753596.7935688,YELLOW,red,red,True,0.8017117977142334
344,1749753597.602274,BLUE,green,green,True,1.5942044258117676
345,1749753599.200474,RED,red,red,True,0.4353024959564209
346,1749753599.6357765,RED,red,red,True,0.8375244140625
347,1749753600.4774048,BLUE,red,red,True,0.422072172164917
348,1749753600.9004803,BLUE,yellow,yellow,True,1.783888816833496
349,1749753602.6883824,GREEN,red,red,True,0.3929593563079834
350,1749753603.0853238,RED,green,green,True,0.8258078098297119
351,1749753603.916142,GREEN,yellow,yellow,True,0.6351745128631592
352,1749753604.5563672,RED,blue,blue,True,0.6832914352416992
353,1749753605.2436526,GREEN,yellow,yellow,True,0.6084384918212891
354,1749753605.8530838,GREEN,green,green,True,1.3564279079437256
355,1749753607.213512,RED,green,green,True,0.5344610214233398
356,1749753607.751977,GREEN,green,green,True,0.3507721424102783
357,1749753608.1067395,RED,yellow,yellow,True,0.5046885013580322
358,1749753608.611428,RED,red,red,True,0.5904831886291504
359,1749753609.2049057,BLUE,red,red,True,0.47989392280578613
360,1749753609.6847997,BLUE,green,green,True,1.2108542919158936
361,1749753610.899651,YELLOW,red,red,True,0.36197495460510254
362,1749753611.2656353,RED,green,red,False,1.059211015701294
363,1749753612.3288338,BLUE,yellow,yellow,True,1.0429046154022217
364,1749753613.3727295,BLUE,blue,blue,True,1.4067444801330566
365,1749753614.779474,BLUE,red,red,True,0.7638096809387207
366,1749753615.5482965,YELLOW,blue,blue,True,0.7574820518493652
367,1749753616.3097801,RED,red,red,True,0.47014522552490234
368,1749753616.7849092,YELLOW,yellow,yellow,True,0.5347731113433838
369,1749753617.3247871,RED,red,red,True,0.8723137378692627
370,1749753618.2011042,BLUE,green,green,True,0.8548367023468018
371,1749753619.0599504,RED,yellow,yellow,True,0.7088332176208496
372,1749753619.772789,YELLOW,red,red,True,1.476055383682251
373,1749753621.2528489,BLUE,green,green,True,1.3351681232452393
374,1749753622.5920315,YELLOW,green,green,True,0.7638411521911621
375,1749753623.3598669,GREEN,green,green,True,0.38641810417175293
376,1749753623.7502906,YELLOW,blue,blue,True,1.0295169353485107
377,1749753624.7847993,BLUE,blue,blue,True,0.4791550636291504
378,1749753625.2679696,RED,yellow,yellow,True,1.1214632987976074
379,1749753626.3944225,YELLOW,green,green,True,1.3173446655273438
380,1749753627.7167654,BLUE,green,green,True,0.3622920513153076
381,1749753628.0840688,GREEN,red,red,True,0.8833675384521484
382,1749753628.9733515,RED,red,red,True,0.41223835945129395
383,1749753629.3956501,GREEN,blue,blue,True,1.04874849319458
384,1749753630.4480247,BLUE,blue,blue,True,0.38913488388061523
385,1749753630.8421545,GREEN,blue,blue,True,0.4031963348388672
386,1749753631.246355,GREEN,yellow,yellow,True,0.7725872993469238
387,1749753632.0269735,BLUE,blue,blue,True,0.5196399688720703
388,1749753632.5513408,YELLOW,red,red,True,0.8930263519287109
389,1749753633.4495392,BLUE,yellow,yellow,True,0.9898343086242676
390,1749753634.4437914,YELLOW,red,red,True,0.771644115447998
391,1749753635.2206922,BLUE,blue,blue,True,0.8722889423370361
392,1749753636.0974858,RED,red,red,True,1.066063404083252
393,1749753637.168758,GREEN,blue,blue,True,1.9535484313964844
394,1749753639.1262991,YELLOW,red,red,True,2.2201452255249023
395,1749753641.3464444,YELLOW,red,red,True,1.2464873790740967
396,1749753642.5977929,BLUE,red,red,True,0.6519370079040527
397,1749753643.253935,RED,red,red,True,0.37016820907592773
398,1749753643.6284122,YELLOW,red,red,True,0.36569881439208984
399,1749753643.9971085,BLUE,blue,blue,True,1.2729027271270752
